State,Institute,Course,Seats,Fee
Rajasthan,"SP Med Coll, Bikaner",MBBS,1+5(VV),96100
Odisha,"AIIMS, Bhubaneswar",MBBS,17,1350
Odisha,"AIIMS, Bhubaneswar",MBBS,1+4(VV),1350
Odisha,"AIIMS, Bhubaneswar",MBBS,0+4(VV),1350
Rajasthan,"SNMC, Jodhpur",MBBS,13,96100
Rajasthan,"SNMC, Jodhpur",MBBS,9+4(VV),96100
Rajasthan,"SNMC, Jodhpur",MBBS,1+8(VV),96100
Uttar Pradesh,"JNMC (AMU), Aligarh",MBBS,68,60300
Uttar Pradesh,"JNMC (AMU), Aligarh",MBBS,24+16(VV),60300
Uttar Pradesh,"JNMC (AMU), Aligarh",MBBS,14+16(VV),60300
Uttar Pradesh,"JNMC (AMU), Aligarh",MBBS,4,60300
Rajasthan,"SP Med Coll, Bikaner",MBBS,10,96100
Rajasthan,"SP Med Coll, Bikaner",MBBS,5+3(VV),96100
Rajasthan,"SP Med Coll, Bikaner",MBBS,2+5(VV),96100
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,12,24000
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,7+5(VV),24000
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,6+4(VV),24000
Maharashtra,"Grant Med Coll, Mumbai",MBBS,15,158600
Maharashtra,"Grant Med Coll, Mumbai",MBBS,11+2(VV),158600
Maharashtra,"Grant Med Coll, Mumbai",MBBS,5+5(VV),158600
Maharashtra,"Grant Med Coll, Mumbai",MBBS,1,158600
Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,8,41000
Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,0+5(VV),41000
Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,0+5(VV),41000
Rajasthan,"SNMC, Jodhpur",MBBS,9,96100
Rajasthan,"SNMC, Jodhpur",MBBS,7+2(VV),96100
Rajasthan,"SNMC, Jodhpur",MBBS,1+6(VV),96100
West Bengal,"IPGMER, Kolkata",MBBS,12,9000
West Bengal,"IPGMER, Kolkata",MBBS,3+4(VV),9000
West Bengal,"IPGMER, Kolkata",MBBS,2+3(VV),9000
West Bengal,"IPGMER, Kolkata",MBBS,1,9000
West Bengal,"IPGMER, Kolkata",MBBS,1,9000
Telangana,"Osmania Med Coll, Hyderabad",MBBS,14,14000
Telangana,"Osmania Med Coll, Hyderabad",MBBS,6+6(VV),14000
Telangana,"Osmania Med Coll, Hyderabad",MBBS,5+5(VV),14000
Telangana,"Osmania Med Coll, Hyderabad",MBBS,1,14000
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,2,24000
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,1+1(VV),24000
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,1+1(VV),24000
Rajasthan,"ESIC Med Coll, Jaipur",MBBS,3,100000
Rajasthan,"ESIC Med Coll, Jaipur",MBBS,2,100000
Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,6,100000
Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,6+1(VV),100000
Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,4+2(VV),100000
Tamil Nadu,"Madras Med Coll, Chennai",MBBS,6,18073
Tamil Nadu,"Madras Med Coll, Chennai",MBBS,0+6(VV),18073
Tamil Nadu,"Madras Med Coll, Chennai",MBBS,0+6(VV),18073
Delhi,"ESI, Basaidarpur, Delhi",MBBS,15,100000
Delhi,"ESI, Basaidarpur, Delhi",MBBS,4,100000
Himachal Pradesh,"IGMC, Shimla",MBBS,8,50000
Himachal Pradesh,"IGMC, Shimla",MBBS,4+4(VV),50000
Himachal Pradesh,"IGMC, Shimla",MBBS,2+5(VV),50000
Himachal Pradesh,"IGMC, Shimla",MBBS,1,50000
Bihar,"Patna Med Coll, Patna",MBBS,11,9500
Bihar,"Patna Med Coll, Patna",MBBS,1+7(VV),9500
Bihar,"Patna Med Coll, Patna",MBBS,2+5(VV),9500
Bihar,"Patna Med Coll, Patna",MBBS,1,9500
Rajasthan,"AIIMS, Jodhpur",MBBS,22,1350
Rajasthan,"AIIMS, Jodhpur",MBBS,0+3(VV),1350
Rajasthan,"AIIMS, Jodhpur",MBBS,0+2(VV),1350
Uttar Pradesh,"Govt IMS, Kasna",MBBS,7,24000
Uttar Pradesh,"Govt IMS, Kasna",MBBS,5+2(VV),24000
Uttar Pradesh,"Govt IMS, Kasna",MBBS,4+3(VV),24000
Uttar Pradesh,"Govt IMS, Kasna",MBBS,1,24000
Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,21,41000
Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,0+16(VV),41000
Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,0+16(VV),41000
Tamil Nadu,"Stanley Med Coll, Chennai",MBBS,14,18073
Tamil Nadu,"Stanley Med Coll, Chennai",MBBS,14,18073
Tamil Nadu,"Stanley Med Coll, Chennai",MBBS,1+8(VV),18073
Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,10,158600
Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,9+1(VV),158600
Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,2+4(VV),158600
Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,1,100000
Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,0+1(VV),100000
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,8,24000
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,6+2(VV),24000
Uttar Pradesh,"Dr RML IMS, Lucknow",MBBS,1+6(VV),24000
Bihar,"Patna Med Coll, Patna",MBBS,3,9500
Bihar,"Patna Med Coll, Patna",MBBS,0+2(VV),9500
Bihar,"Patna Med Coll, Patna",MBBS,0+2(VV),9500
Rajasthan,"RNT, Udaipur",MBBS,17,96029
Rajasthan,"RNT, Udaipur",MBBS,10+5(VV),96029
Rajasthan,"RNT, Udaipur",MBBS,4+6(VV),96029
Tamil Nadu,"Madras Med Coll, Chennai",MBBS,2,18073
Tamil Nadu,"Madras Med Coll, Chennai",MBBS,1,18073
Tamil Nadu,"Madras Med Coll, Chennai",MBBS,0+1(VV),18073
Himachal Pradesh,"RPG, Tanda",MBBS,6,50000
Himachal Pradesh,"RPG, Tanda",MBBS,2+4(VV),50000
Himachal Pradesh,"RPG, Tanda",MBBS,1+3(VV),50000
Rajasthan,"SP Med Coll, Bikaner",MBBS,4,96100
Rajasthan,"SP Med Coll, Bikaner",MBBS,2+2(VV),96100
Madhya Pradesh,"AIIMS, Bhopal",MBBS,18,1350
Madhya Pradesh,"AIIMS, Bhopal",MBBS,0+6(VV),1350
Madhya Pradesh,"AIIMS, Bhopal",MBBS,0+6(VV),1350
Gujarat,"Medical College, Baroda",MBBS,15,25000
Gujarat,"Medical College, Baroda",MBBS,6+2(VV),25000
Gujarat,"Medical College, Baroda",MBBS,5+2(VV),25000
Gujarat,"Medical College, Baroda",MBBS,2,25000
Gujarat,"Medical College, Baroda",MBBS,1,25000
Tamil Nadu,"Stanley Med Coll, Chennai",MBBS,10,18073
Tamil Nadu,"Stanley Med Coll, Chennai",MBBS,10,18073
Tamil Nadu,"Stanley Med Coll, Chennai",MBBS,4+3(VV),18073
Tamil Nadu,"Stanley Med Coll, Chennai",MBBS,1,18073
Tamil Nadu,"AIIMS, Madurai",MBBS,20,1350
Tamil Nadu,"AIIMS, Madurai",MBBS,12+8(VV),1350
Tamil Nadu,"AIIMS, Madurai",MBBS,5+12(VV),1350
Tamil Nadu,"AIIMS, Madurai",MBBS,3,1350
Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,2,100000
Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,0+2(VV),100000
Odisha,"SCB, Cuttack",MBBS,15,22000
Odisha,"SCB, Cuttack",MBBS,0+11(VV),22000
Odisha,"SCB, Cuttack",MBBS,2+8(VV),22000
Rajasthan,"SNMC, Jodhpur",MBBS,4,96100
Rajasthan,"SNMC, Jodhpur",MBBS,3+1(VV),96100
Rajasthan,"SNMC, Jodhpur",MBBS,0+1(VV),96100
Karnataka,"Bangalore Med Coll, Bangalore",MBBS,4,64350
Karnataka,"Bangalore Med Coll, Bangalore",MBBS,2+1(VV),64350
Karnataka,"Bangalore Med Coll, Bangalore",MBBS,1+1(VV),64350
Karnataka,"Bangalore Med Coll, Bangalore",MBBS,1,64350
Telangana,"Gandhi Med Coll, Secunderabad",MBBS,2,14000
Telangana,"Gandhi Med Coll, Secunderabad",MBBS,0+1(VV),14000
Telangana,"Gandhi Med Coll, Secunderabad",MBBS,0+1(VV),14000
Maharashtra,"Grant Med Coll, Mumbai",MBBS,4,158600
Maharashtra,"Grant Med Coll, Mumbai",MBBS,1+3(VV),158600
Maharashtra,"Grant Med Coll, Mumbai",MBBS,0+3(VV),158600
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,16,15000
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,4+12(VV),15000
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,1+11(VV),15000
Kerala,"Govt Med Coll, Kottayam",MBBS,11,23150
Kerala,"Govt Med Coll, Kottayam",MBBS,7+1(VV),23150
Kerala,"Govt Med Coll, Kottayam",MBBS,2+4(VV),23150
Maharashtra,"Topiwala, Mumbai",MBBS,9,158600
Maharashtra,"Topiwala, Mumbai",MBBS,6+2(VV),158600
Maharashtra,"Topiwala, Mumbai",MBBS,2+4(VV),158600
Odisha,"SCB, Cuttack",MBBS,10,22000
Odisha,"SCB, Cuttack",MBBS,0+7(VV),22000
Odisha,"SCB, Cuttack",MBBS,0+6(VV),22000
West Bengal,"Medical College, Kolkata",MBBS,4,9000
West Bengal,"Medical College, Kolkata",MBBS,0+1(VV),9000
West Bengal,"Medical College, Kolkata",MBBS,1,9000
Rajasthan,"JLNMC, Ajmer",MBBS,14,96075
Rajasthan,"JLNMC, Ajmer",MBBS,9+3(VV),96075
Rajasthan,"JLNMC, Ajmer",MBBS,3+8(VV),96075
Rajasthan,"JLNMC, Ajmer",MBBS,1,96075
Kerala,"Govt Med Coll, Thrissur",MBBS,10,23150
Kerala,"Govt Med Coll, Thrissur",MBBS,8+1(VV),23150
Kerala,"Govt Med Coll, Thrissur",MBBS,3+4(VV),23150
Delhi,"VMMC, Delhi",MBBS,2,41000
Jharkhand,"Rajendra IMS, Ranchi",MBBS,6,17500
Jharkhand,"Rajendra IMS, Ranchi",MBBS,2+3(VV),17500
Jharkhand,"Rajendra IMS, Ranchi",MBBS,0+2(VV),17500
Haryana,"Pt BD Sharma, Rohtak",MBBS,15,61410
Haryana,"Pt BD Sharma, Rohtak",MBBS,4+6(VV),61410
Haryana,"Pt BD Sharma, Rohtak",MBBS,3+7(VV),61410
Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,9,64350
Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,10,64350
Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,3+3(VV),64350
Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,1,64350
Himachal Pradesh,"IGMC, Shimla",MBBS,1,50000
Himachal Pradesh,"IGMC, Shimla",MBBS,1,50000
Himachal Pradesh,"IGMC, Shimla",MBBS,0+1(VV),50000
Himachal Pradesh,"IGMC, Shimla",MBBS,1,50000
Rajasthan,"RNT, Udaipur",MBBS,9,96029
Rajasthan,"RNT, Udaipur",MBBS,9,96029
Rajasthan,"RNT, Udaipur",MBBS,3+4(VV),96029
Himachal Pradesh,"IGMC, Shimla",MBBS,4,50000
Himachal Pradesh,"IGMC, Shimla",MBBS,3+1(VV),50000
Himachal Pradesh,"IGMC, Shimla",MBBS,0+4(VV),50000
Himachal Pradesh,"IGMC, Shimla",MBBS,1,50000
Pondicherry,"JIPMER, Karaikal",MBBS,11,1200
Pondicherry,"JIPMER, Karaikal",MBBS,8+3(VV),1200
Pondicherry,"JIPMER, Karaikal",MBBS,3+6(VV),1200
Odisha,"SCB, Cuttack",MBBS,4,22000
Odisha,"SCB, Cuttack",MBBS,2+2(VV),22000
Odisha,"SCB, Cuttack",MBBS,0+1(VV),22000
Rajasthan,"JLNMC, Ajmer",MBBS,10,96075
Rajasthan,"JLNMC, Ajmer",MBBS,9+1(VV),96075
Rajasthan,"JLNMC, Ajmer",MBBS,3+6(VV),96075
Rajasthan,"AIIMS, Jodhpur",MBBS,11,1350
Rajasthan,"AIIMS, Jodhpur",MBBS,0+5(VV),1350
Rajasthan,"AIIMS, Jodhpur",MBBS,0+5(VV),1350
Rajasthan,"RNT, Udaipur",MBBS,3,96029
Rajasthan,"RNT, Udaipur",MBBS,1+2(VV),96029
Rajasthan,"RNT, Udaipur",MBBS,0+2(VV),96029
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,15,100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,8+4(VV),100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,8+3(VV),100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,4,100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,1,100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,4,100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,2+2(VV),100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,0+3(VV),100000
Telangana,"Gandhi Med Coll, Secunderabad",MBBS,8,14000
Telangana,"Gandhi Med Coll, Secunderabad",MBBS,0+7(VV),14000
Telangana,"Gandhi Med Coll, Secunderabad",MBBS,0+4(VV),14000
Gujarat,"Medical College, Baroda",MBBS,10,25000
Gujarat,"Medical College, Baroda",MBBS,9+1(VV),25000
Gujarat,"Medical College, Baroda",MBBS,3+4(VV),25000
Gujarat,"Medical College, Baroda",MBBS,1,25000
Gujarat,"Medical College, Baroda",MBBS,1,25000
Rajasthan,"ESIC Med Coll, Jaipur",MBBS,2,100000
Rajasthan,"ESIC Med Coll, Jaipur",MBBS,1,100000
Haryana,"ESI Med Coll, Faridabad",MBBS,2,100000
Haryana,"ESI Med Coll, Faridabad",MBBS,0+1(VV),100000
Haryana,"ESI Med Coll, Faridabad",MBBS,0+1(VV),100000
Pondicherry,"JIPMER, Karaikal",MBBS,5,1200
Pondicherry,"JIPMER, Karaikal",MBBS,2+3(VV),1200
Pondicherry,"JIPMER, Karaikal",MBBS,1+3(VV),1200
Gujarat,"Govt Med Coll, Surat",MBBS,11,25000
Gujarat,"Govt Med Coll, Surat",MBBS,8+3(VV),25000
Gujarat,"Govt Med Coll, Surat",MBBS,1+6(VV),25000
Kerala,"Govt Med Coll, Thrissur",MBBS,6,23150
Kerala,"Govt Med Coll, Thrissur",MBBS,6,23150
Kerala,"Govt Med Coll, Thrissur",MBBS,2+1(VV),23150
Delhi,"ESI, Basaidarpur, Delhi",MBBS,2,100000
Delhi,"ESI, Basaidarpur, Delhi",MBBS,1+1(VV),100000
Delhi,"ESI, Basaidarpur, Delhi",MBBS,1,100000
Rajasthan,"JLNMC, Ajmer",MBBS,4,96075
Rajasthan,"JLNMC, Ajmer",MBBS,4,96075
Rajasthan,"JLNMC, Ajmer",MBBS,0+4(VV),96075
Uttarakhand,"AIIMS, Rishikesh",MBBS,19,1350
Uttarakhand,"AIIMS, Rishikesh",MBBS,0+4(VV),1350
Uttarakhand,"AIIMS, Rishikesh",MBBS,0+3(VV),1350
Himachal Pradesh,"RPG, Tanda",MBBS,5,50000
Himachal Pradesh,"RPG, Tanda",MBBS,3+2(VV),50000
Himachal Pradesh,"RPG, Tanda",MBBS,0+3(VV),50000
Bihar,"IGIMS, Patna",MBBS,9,81667
Bihar,"IGIMS, Patna",MBBS,8+1(VV),81667
Bihar,"IGIMS, Patna",MBBS,3+4(VV),81667
Rajasthan,"Govt Med Coll, Kota",MBBS,14,96100
Rajasthan,"Govt Med Coll, Kota",MBBS,8+2(VV),96100
Rajasthan,"Govt Med Coll, Kota",MBBS,5+3(VV),96100
Delhi,"UCMS, Delhi",MBBS,35,31340
Delhi,"UCMS, Delhi",MBBS,0+23(VV),31340
Delhi,"UCMS, Delhi",MBBS,0+23(VV),31340
Haryana,"ESI Med Coll, Faridabad",MBBS,5,100000
Haryana,"ESI Med Coll, Faridabad",MBBS,3+2(VV),100000
Haryana,"ESI Med Coll, Faridabad",MBBS,3+1(VV),100000
Haryana,"ESI Med Coll, Faridabad",MBBS,1,100000
Kerala,"Govt Med Coll, Kottayam",MBBS,6,23150
Kerala,"Govt Med Coll, Kottayam",MBBS,6,23150
Kerala,"Govt Med Coll, Kottayam",MBBS,2+2(VV),23150
Kerala,"Govt Med Coll, Kottayam",MBBS,1,23150
Jharkhand,"Rajendra IMS, Ranchi",MBBS,11,17500
Jharkhand,"Rajendra IMS, Ranchi",MBBS,4+6(VV),17500
Jharkhand,"Rajendra IMS, Ranchi",MBBS,2+5(VV),17500
Tamil Nadu,"AIIMS, Madurai",MBBS,13,1350
Tamil Nadu,"AIIMS, Madurai",MBBS,13,1350
Tamil Nadu,"AIIMS, Madurai",MBBS,5+4(VV),1350
Tamil Nadu,"AIIMS, Madurai",MBBS,2,1350
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,2,24000
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,1+1(VV),24000
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,0+1(VV),24000
Bihar,"IGIMS, Patna",MBBS,2,81667
Bihar,"IGIMS, Patna",MBBS,2,81667
Bihar,"IGIMS, Patna",MBBS,0+1(VV),81667
West Bengal,"IPGMER, Kolkata",MBBS,7,9000
West Bengal,"IPGMER, Kolkata",MBBS,3+3(VV),9000
West Bengal,"IPGMER, Kolkata",MBBS,2+2(VV),9000
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,9,24000
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,6+3(VV),24000
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,3+5(VV),24000
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,1,24000
Rajasthan,"Govt Med Coll, Kota",MBBS,9,96100
Rajasthan,"Govt Med Coll, Kota",MBBS,8+1(VV),96100
Rajasthan,"Govt Med Coll, Kota",MBBS,4+4(VV),96100
Maharashtra,"AIIMS, Nagpur",MBBS,17,1350
Maharashtra,"AIIMS, Nagpur",MBBS,1+2(VV),1350
Maharashtra,"AIIMS, Nagpur",MBBS,0+1(VV),1350
Maharashtra,"Govt Med Coll, Nagpur",MBBS,13,158600
Maharashtra,"Govt Med Coll, Nagpur",MBBS,9+4(VV),158600
Maharashtra,"Govt Med Coll, Nagpur",MBBS,4+6(VV),158600
Maharashtra,"Govt Med Coll, Nagpur",MBBS,1,158600
West Bengal,"Medical College, Kolkata",MBBS,9,9000
West Bengal,"Medical College, Kolkata",MBBS,2+5(VV),9000
West Bengal,"Medical College, Kolkata",MBBS,0+6(VV),9000
Telangana,"Osmania Med Coll, Hyderabad",MBBS,3,14000
Telangana,"Osmania Med Coll, Hyderabad",MBBS,1+2(VV),14000
Telangana,"Osmania Med Coll, Hyderabad",MBBS,1+1(VV),14000
Maharashtra,"Grant Med Coll, Mumbai",MBBS,9,158600
Maharashtra,"Grant Med Coll, Mumbai",MBBS,7+1(VV),158600
Maharashtra,"Grant Med Coll, Mumbai",MBBS,3+3(VV),158600
Maharashtra,"Grant Med Coll, Mumbai",MBBS,2,158600
Jharkhand,"Rajendra IMS, Ranchi",MBBS,2,17500
Jharkhand,"Rajendra IMS, Ranchi",MBBS,1,17500
Jharkhand,"Rajendra IMS, Ranchi",MBBS,1,17500
Bihar,"IGIMS, Patna",MBBS,6,81667
Bihar,"IGIMS, Patna",MBBS,5,81667
Bihar,"IGIMS, Patna",MBBS,0+2(VV),81667
Rajasthan,"Shri Kalyan MedColl,Sikar",MBBS,5,96029
Rajasthan,"Shri Kalyan MedColl,Sikar",MBBS,4,96029
Rajasthan,"Shri Kalyan MedColl,Sikar",MBBS,2+1(VV),96029
Uttar Pradesh,"S N Med Coll, Agra",MBBS,12,24000
Uttar Pradesh,"S N Med Coll, Agra",MBBS,10+2(VV),24000
Uttar Pradesh,"S N Med Coll, Agra",MBBS,6+4(VV),24000
Uttar Pradesh,"S N Med Coll, Agra",MBBS,1,24000
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,4,15000
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,1+2(VV),15000
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,1+2(VV),15000
Rajasthan,"Govt Med Coll, Kota",MBBS,4,96100
Rajasthan,"Govt Med Coll, Kota",MBBS,4,96100
Rajasthan,"Govt Med Coll, Kota",MBBS,1+1(VV),96100
Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,2,61410
Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,2,61410
Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,0+1(VV),61410
Rajasthan,"Shri Kalyan MedColl,Sikar",MBBS,4,96029
Rajasthan,"Shri Kalyan MedColl,Sikar",MBBS,4,96029
Rajasthan,"Shri Kalyan MedColl,Sikar",MBBS,1+2(VV),96029
Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,8,18073
Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,8,18073
Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,5+3(VV),18073
Tamil Nadu,"Kilpauk Med Coll, Chennai",MBBS,1,18073
Gujarat,"PDU Med Coll, Rajkot",MBBS,13,25000
Gujarat,"PDU Med Coll, Rajkot",MBBS,11+2(VV),25000
Gujarat,"PDU Med Coll, Rajkot",MBBS,4+7(VV),25000
Gujarat,"PDU Med Coll, Rajkot",MBBS,1,25000
Gujarat,"MP Shah, Jamnagar",MBBS,16,25000
Gujarat,"MP Shah, Jamnagar",MBBS,13+1(VV),25000
Gujarat,"MP Shah, Jamnagar",MBBS,4+7(VV),25000
Karnataka,"ESI, Bangalore",MBBS,8,100000
Karnataka,"ESI, Bangalore",MBBS,6+2(VV),100000
Karnataka,"ESI, Bangalore",MBBS,3+4(VV),100000
Karnataka,"ESI, Bangalore",MBBS,2,100000
Karnataka,"ESI, Bangalore",MBBS,1,100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,7,100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,6+1(VV),100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,3+3(VV),100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,1,100000
Gujarat,"Govt Med Coll, Surat",MBBS,3,25000
Gujarat,"Govt Med Coll, Surat",MBBS,3,25000
Gujarat,"Govt Med Coll, Surat",MBBS,0+2(VV),25000
Maharashtra,"BJMC, Pune",MBBS,9,158600
Maharashtra,"BJMC, Pune",MBBS,7+1(VV),158600
Maharashtra,"BJMC, Pune",MBBS,4+3(VV),158600
Maharashtra,"BJMC, Pune",MBBS,3,158600
Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,4,100000
Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,5,100000
Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,2+2(VV),100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,1,100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,1,100000
Delhi,"AIIMS, Delhi",MBBS,7,1433362
Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,15,24000
Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,13+1(VV),24000
Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,5+7(VV),24000
Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,1,24000
Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,7,61410
Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,4,61410
Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,1+2(VV),61410
Karnataka,"Mysore Med Coll, Mysore",MBBS,11,64350
Karnataka,"Mysore Med Coll, Mysore",MBBS,8+2(VV),64350
Karnataka,"Mysore Med Coll, Mysore",MBBS,1+4(VV),64350
Karnataka,"Mysore Med Coll, Mysore",MBBS,1,64350
Rajasthan,"ESIC Med Coll, Alwar",MBBS,4,100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,3+1(VV),100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,1+3(VV),100000
Rajasthan,"ESIC Med Coll, Alwar",MBBS,1,100000
Madhya Pradesh,"Gandhi Med Coll, Bhopal",MBBS,13,100000
Madhya Pradesh,"Gandhi Med Coll, Bhopal",MBBS,7+5(VV),100000
Madhya Pradesh,"Gandhi Med Coll, Bhopal",MBBS,6+3(VV),100000
Madhya Pradesh,"Gandhi Med Coll, Bhopal",MBBS,1,100000
Gujarat,"ESIC Med Coll, Naroda",MBBS,1,100000
Gujarat,"ESIC Med Coll, Naroda",MBBS,0+1(VV),100000
Gujarat,"PDU Med Coll, Rajkot",MBBS,8,25000
Gujarat,"PDU Med Coll, Rajkot",MBBS,7+1(VV),25000
Gujarat,"PDU Med Coll, Rajkot",MBBS,0+6(VV),25000
Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,10,24000
Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,9+1(VV),24000
Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,3+5(VV),24000
Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,1,24000
West Bengal,"Nilratan Sircar, Kolkata",MBBS,4,9000
West Bengal,"Nilratan Sircar, Kolkata",MBBS,3+1(VV),9000
West Bengal,"Nilratan Sircar, Kolkata",MBBS,0+1(VV),9000
Rajasthan,"Government Med Coll, Dausa",MBBS,1,96029
Rajasthan,"Government Med Coll, Dausa",MBBS,0+1(VV),96029
Rajasthan,"Government Med Coll, Dausa",MBBS,0+1(VV),96029
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,6,24000
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,5+1(VV),24000
Uttar Pradesh,"LLRM Med Coll, Meerut",MBBS,1+2(VV),24000
Gujarat,"MP Shah, Jamnagar",MBBS,9,25000
Gujarat,"MP Shah, Jamnagar",MBBS,9,25000
Gujarat,"MP Shah, Jamnagar",MBBS,0+4(VV),25000
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,10,15000
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,0+10(VV),15000
Andhra Pradesh,"Andhra Med Coll, Vizag",MBBS,2+6(VV),15000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,10,100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,8+1(VV),100000
Madhya Pradesh,"MGM Med Coll, Indore",MBBS,3+3(VV),100000
Gujarat,"Medical College, Baroda",MBBS,4,25000
Gujarat,"Medical College, Baroda",MBBS,4,25000
Gujarat,"Medical College, Baroda",MBBS,2+2(VV),25000
Rajasthan,"Govt Med Coll, Pali",MBBS,6,96029
Rajasthan,"Govt Med Coll, Pali",MBBS,4+2(VV),96029
Rajasthan,"Govt Med Coll, Pali",MBBS,0+5(VV),96029
Haryana,"Pt BD Sharma, Rohtak",MBBS,10,61410
Haryana,"Pt BD Sharma, Rohtak",MBBS,4+2(VV),61410
Haryana,"Pt BD Sharma, Rohtak",MBBS,3+1(VV),61410
Punjab,"Govt Med Coll, Patiala",MBBS,4,192000
Punjab,"Govt Med Coll, Patiala",MBBS,3+1(VV),192000
Punjab,"Govt Med Coll, Patiala",MBBS,1+2(VV),192000
Kerala,"TD Med Coll, Allepey",MBBS,10,23150
Kerala,"TD Med Coll, Allepey",MBBS,10,23150
Kerala,"TD Med Coll, Allepey",MBBS,4+5(VV),23150
Rajasthan,"Govt Med Coll, Bhilwara",MBBS,9,96029
